0	preventive effect vitamin seasonal influenza infants multicenter randomize open control clinical trial objectives study aim evaluate clinical efficacy safety vitamin prevent influenza infants multicenter randomize open control clinical trial methods infants randomize low dose high dose vitamin group serum calcium inorganic phosphorus hydroxyvitamin level detect thrice months infants infect influenza monitor symptoms include fever cough wheeze pathogen level safety vitamin treatment also evaluate result case total case influenza infection occur low dose high dose vitamin group respectively significant difference group chi among case influenza infection median durations fever cough wheeze shorter high dose vitamin group low dose vitamin group viral load show downward trend group significantly different group second third detections additionally incidences adverse events severe adverse events low significantly different two group conclusion high dose vitamin iu suitable prevention seasonal influenza evidence rapid relief symptoms rapid decrease viral load disease recovery addition high dose vitamin probably safe infants open access article distribute term creative commons attribution non commercial derivatives license ccby nc nd permissible download share work provide properly cite work cannot change way use commercially without permission journal	2018.0	0
1	feed premature infant formula hospital discharge infants weigh less grams birth randomize double blind study conduct determine whether continue feed premature infant formula hospital discharge improve biochemical measure bone mineral protein status anthropometrics first weeks respectively initial hospital discharge forty three subject randomize receive either kcal ounce standard cow milk base formula iron kcal ounce premature infant formula iron weeks hospital discharge sixteen exclusively breast feed infants mother milk receive multivitamin supplement iron compare infants formula group differences among three group gender birth weight gestational age weight age time study entry alkaline phosphatase value lower infants receive premature infant formula receive standard formula weeks discharge phosphorus value lower alkaline phosphatase value higher human milk feed group formula group weeks discharge despite supplementation calcium phosphorus vitamin study weeks discharge human milk feed infants also lower transferrin level infants feed formulas infants formula group grow similarly weight whereas infants feed human milk weigh less throughout study group feed premature infant formula greater mean length head circumference standard formula human milk feed group data indicate premature infants weigh gm birth may benefit continuation premature infant formula first weeks initial hospital discharge	1996.0	0
2	effect vitamin supplementation infancy growth bone parameters body composition gross motor development age years follow randomize control trial background long term effect infant vitamin supplementation status unclear since control intervention trials small contradictory delhi infant vitamin supplementation divids trial find supplementation low birthweight term infants one recommend dietary allowance vitamin week months age result increase length weight months divids study follow divids children age years determine longer term effect methods divids children vitamin arm placebo arm attend follow visit data collection include anthropometry blood pressure bone structure strength quantitative ultrasound qus gross motor test deuterium dilution test body composition subset blood sample measurement vitamin status result body mass index score bmiz lower adjust vitamin group sd compare placebo sd group result slightly lower weight slightly greater height vitamin group also lower thigh circumference arm muscle area borderline lower mid upper arm circumference group differences body fat percentage bone qus blood pressure differences motor development measure conclusions vitamin supplementation low birthweight infants infancy result children thinner age years differences functional outcomes copyright author right reserve publish oxford university press behalf international epidemiological association	2015.0	0
3	effect multivitamin mineral versus multivitamin supplementation maternal newborns biochemical indicators birth size double blind randomize clinical trial objective micronutrient deficiency pregnancy associate several complications study design determine effect receive multivitamin mineral vs multivitamin supplement maternal newborns biochemical indicators birth size methods double blind randomize control clinical trial conduct among iranian pregnant women primigravida age years old second third trimester december september subject randomly assign receive either multivitamin mineral multivitamin supplement weeks fast blood sample take baseline week intervention pregnant women well umbilical cord blood baby immediately delivery measure serum calcium vitamin iron magnesium zinc biomarkers oxidative stress include plasma total antioxidant capacity total glutathione result multivitamin mineral compare multivitamin supplementation result significant increase maternal serum calcium vs mg dl magnesium level vs mg dl furthermore mean plasma total glutathione level vs micro mol newborns whose mother receive multivitamin mineral higher whose mother receive multivitamin supplement conclusions overall multivitamin mineral compare multivitamin supplementation weeks pregnancy result significant increase maternal serum calcium magnesium level well significant elevation newborn plasma total glutathione level	2014.0	0
4	relationship vitamin status exercise breastfeed women change bone mineral density first year postpartum vitamin need bone remold however relationship bone mineral density bmd lactation unclear purpose study determine serum vitamin oh concentrations lactate women relate bmd change wks postpartum pp wks pp women randomize exercise control group wks receive year supply multivitamin supplement contain mcg vitamin wks pp bmd measure dxa prolactin estradiol oh analyze elisa calcium vitamin assess hr diet recall regression use assess association oh wks pp change bmd covariates prolactin estradiol calcium wks pp group weight change wks pp mean calcium mg wks pp mean dietary vitamin mcg respectively mean oh wks pp ng ml define sufficient iom ng ml oh relate change bmd include covariates prolactin associate change hip total body bmd r2 ls bmd r2 result suggest dietary intake mcg supplement mcg adequate maintain oh concentrations affect bmd lactation	2013.0	0
5	effect vitamin omega fatty acids co supplementation biomarkers inflammation oxidative stress pregnancy outcomes patients gestational diabetes background study carry determine effect vitamin omega fatty acids co supplementation biomarkers inflammation oxidative stress pregnancy outcomes gestational diabetes gdm patients methods randomize double blind placebo control trial conduct among gdm women participants randomly divide four group receive mg omega fatty acids contain mg eicosapentaenoic acid epa mg docosahexaenoic acid dha twice day vitamin placebo iu vitamin every weeks omega fatty acids placebo iu vitamin every weeks mg omega fatty acids twice day vitamin placebo omega fatty acids placebo weeks result subject receive vitamin plus omega fatty acids supplement compare vitamin omega fatty acids placebo significantly decrease high sensitivity reactive protein vs mg respectively malondialdehyde vs mumol respectively increase total antioxidant capacity vs mmol respectively glutathione vs mumol respectively addition vitamin omega fatty acids co supplementation compare vitamin omega fatty acids placebo result lower incidences newborns hyperbilirubinemiain newborns hospitalization conclusion overall vitamin omega fatty acids co supplementation weeks among gdm women beneficial effect biomarkers inflammation oxidative stress pregnancy outcomes	2017.0	0
6	prenatal vitamin supplementation infant vitamin status bangladesh objective determine effect prenatal maternal vitamin supplementation infant vitamin status tropical region vitamin supplementation routine design prospective observational follow randomize trial set maternal child health facility dhaka bangladesh 23degreen subject infants bear pregnant women randomize receive micro iu cholecalciferol vitamin d3 per week vd placebo pl third trimester follow birth months age infant serum hydroxyvitamin concentration oh measure months age result mean infant oh higher vd pl group month age mean sd nmol nmol difference attenuate months nmol nmol group similar months months pl group mean infant oh increase ci nmol months age oh higher infant formula feed higher summer winter conclusions prenatal third trimester vitamin supplementation micro iu week significantly ameliorate infant vitamin status neonatal period risk vitamin deficiency greatest research warrant determine factor contribute rise oh first months life among breast feed infants set	2017.0	0
7	effect single post partum injection high dose vitamin glucose tolerance insulin resistance mother first time gestational diabetes mellitus methods forty five participants randomize control trial gestational diabetes mellitus divide intervention group control group subject intervention group receive one intramuscular injection iu vitamin d3 hba 1c serum hydroxyvitamin d3 fast insulin blood glucose peptide homeostasis model assessment insulin resistance index homa ir beta cell function insulin sensitivity quantitative insulin sensitivity check index quicki measure baseline months intervention result approximately mother degree vitamin deficiency post intervention find intervention control group respectively medians homa ir indices intervention respectively subject intervention group subject control group mean quicki fell control group control group beta cell function increase insulin sensitivity decrease months post intervention median peptide decrease intervention group increase control group change significant control group conclusions single injection iu vitamin d3 achieve month serum hydroxyvitamin range nmol efficient effective safe procedure improve vitamin status indices insulin resistance mother gestational diabetes delivery aim study perform determine effect single large intramuscular injection vitamin post partum glucose tolerance insulin resistance women gestational diabetes	2012.0	0
8	efficacy safety vitamin supplementation pregnancy randomize trial two different level dose maternal neonatal vitamin outcome introduction pregnant women represent typical group susceptible dietary mineral deficiencies study seek assess efficacy safety various dose hydroxyvitamin oh supplementation pregnancy ratify inadequacy recommend daily allowance vitamin vulnerable group materials methods total pregnant women include open label parallel group prospective randomize control trial study subject assign four treatment group group iu vitamin daily group iu vitamin monthly group iu vitamin daily group iu vitamin monthly group analyze together group 1k iu daily iu monthly group group 2k iu daily iu monthly analysis do intention treat basis result total patients complete study group group group group level oh baseline range mean ng ml postsupplementation oh level range mean ng ml postsupplementation level oh higher group 2k group 1k value conclusion conclude vitamin supplementation iu day iu month effective safe achieve vitamin sufficiency pregnant women	2016.0	0
9	vitamin nutrition vitamin metabolism premature human neonate effect supplementation daily dose vitamin d2 iu iu micrograms nmol study premature neonates initial gestational age weeks initial mean plasma hydroxyvitamin nmol ng ml infants bear winter months level less nmol ng ml seven baby plasma dihydroxyvitamin less pmol pg ml find suggest considerable degree maternal vitamin deficiency maximum attain concentrations hydroxyvitamin treatment nmol ng ml high dose nmol ng ml low dose mean rate increase greatest first two weeks nmol ng ml decline next weeks mean maximum concentrations dihydroxyvitamin d2 pmol pg ml high dose pmol pg ml low dose apart minor contribution initial plasma dihydroxyvitamin concentration effect gestational age could discern measure variables endogenous pool dihydroxyvitamin d3 decay indicate vitamin supplementation infants necessary avoid vitamin deficiency	1986.0	0
10	early supplementation iu vitamin safely achieve probability vitamin sufficiency vlbw infants background aim consensus recommendation vitamin deficiency insufficiency make specifically preterm infants data utero bone mineralization rat limit determine efficacy safety early supplementation iu vitamin vlbwinfants methods infants birth weight less admit neonatal intensive care unit bear march october enrol study infants eligible receive 1000iu vitamindjust trophic feed check oh level cord blood weeks post menstrual age determine efficacy safety early supplementation iu vitamin result study population comprise premature newborns boys girls mean gestational age weeks birth weight three infants nephrocalcinosis study infants divide serum oh concentration ng ml ng ml vitamin intake iu day safely achieve probability vitamin sufficiency post menstrual age lbw infants cord blood level oh ng ml probability vitamin sufficiency infants ohd concentration ng ml birth conclusions vitamin intake iu day necessary optimize ohd concentration ng ml early hospitalization vlbw infants ohd concentration ng ml birth	2016.0	0
